 #  Z/R                U/pie0RV2                  C/pie0R
  16.40000  1.1146831E+24  2.2293663E+24
  16.46667  1.1653869E+24  2.3307739E+24
  16.53333  1.0070538E+24  2.0141077E+24
  16.60000  1.0296778E+03  2.0593556E+03
  16.66667  1.0068417E+24  2.0136833E+24
  16.73333  1.0552211E+24  2.1104422E+24
  16.80000  1.0240927E+24  2.0481855E+24
  16.86667  1.0371740E+24  2.0743480E+24
  16.93333  1.0321536E+24  2.0643072E+24
  17.00000  1.0419863E+24  2.0839725E+24
  17.06667  1.0271608E+24  2.0543216E+24
  17.13333  1.0108000E+24  2.0216000E+24
  17.20000  9.7026614E+23  1.9405323E+24
  17.26667  8.6936190E+23  1.7387238E+24
  17.33333  7.0529922E+23  1.4105984E+24
  17.40000  8.5924159E+23  1.7184832E+24
  17.46667  4.2181124E+23  8.4362249E+23
  17.53333  1.0466717E+24  2.0933433E+24
  17.60000  1.1475440E+24  2.2950880E+24
  17.66667  1.1443703E+24  2.2887405E+24
  17.73333  7.0633845E+23  1.4126769E+24
  17.80000  1.0841788E+24  2.1683576E+24
  17.86667  9.8197152E+23  1.9639430E+24
  17.93333  8.8903376E+23  1.7780675E+24
  18.00000  1.0078623E+24  2.0157246E+24
  18.06667  1.0275039E+03  2.0550079E+03
  18.13333  1.0980925E+24  2.1961850E+24
  18.20000  1.0887615E+24  2.1775229E+24
  18.26667  1.0455789E+24  2.0911577E+24
  18.33333  1.0321352E+24  2.0642704E+24
  18.40000  1.0789391E+24  2.1578783E+24
  18.46667  1.0702332E+24  2.1404664E+24
  18.53333  1.0678861E+24  2.1357722E+24
  18.60000  1.0083976E+24  2.0167953E+24
  18.66667  1.0509357E+24  2.1018714E+24
  18.73333  1.0115926E+24  2.0231852E+24
  18.80000  1.0722106E+24  2.1444211E+24
  18.86667  3.6977700E+23  7.3955401E+23
  18.93333  9.4597863E+23  1.8919573E+24
  19.00000  1.0667842E+24  2.1335685E+24
  19.06667  1.1480186E+24  2.2960373E+24
  19.13333  1.1775359E+24  2.3550717E+24
  19.20000  7.2418040E+23  1.4483608E+24
  19.26667  8.3761614E+23  1.6752323E+24
  19.33333  1.0628115E+24  2.1256229E+24
  19.40000  7.5658236E+23  1.5131647E+24
  19.46667  1.0481485E+24  2.0962969E+24
  19.53333  1.0253778E+03  2.0507557E+03
  19.60000  1.0024502E+24  2.0049003E+24
  19.66667  9.9333863E+23  1.9866773E+24
  19.73333  1.0546333E+24  2.1092666E+24
  19.80000  1.0625759E+24  2.1251518E+24
  19.86667  1.0435308E+24  2.0870615E+24
  19.93333  1.0469352E+24  2.0938705E+24
  20.00000  1.0270658E+24  2.0541316E+24
  20.06667  1.0238908E+24  2.0477816E+24
  20.13333  1.0472237E+24  2.0944474E+24
  20.20000  1.0345293E+24  2.0690587E+24
  20.26667  3.4088614E+23  6.8177227E+23
  20.33333  9.5374984E+23  1.9074997E+24
  20.40000  9.4690317E+23  1.8938063E+24
  20.46667  8.6721470E+23  1.7344294E+24
  20.53333  9.3760332E+23  1.8752066E+24
  20.60000  6.5745450E+23  1.3149090E+24
  20.66667  1.0344412E+24  2.0688824E+24
  20.73333  9.1733807E+23  1.8346761E+24
  20.80000  9.3584006E+23  1.8716801E+24
  20.86667  8.4968411E+23  1.6993682E+24
  20.93333  1.0233897E+03  2.0467793E+03
  21.00000  1.0288214E+24  2.0576429E+24
  21.06667  9.7356746E+23  1.9471349E+24
  21.13333  9.7180165E+23  1.9436033E+24
  21.20000  9.7922574E+23  1.9584515E+24
  21.26667  1.0253070E+24  2.0506140E+24
  21.33333  1.0070743E+24  2.0141486E+24
  21.40000  1.0170699E+24  2.0341398E+24
  21.46667  1.0083112E+24  2.0166223E+24
  21.53333  9.5923595E+23  1.9184719E+24
  21.60000  9.6846529E+23  1.9369306E+24
  21.66667  3.0672247E+23  6.1344493E+23
  21.73333  9.2499901E+23  1.8499980E+24
  21.80000  8.8323392E+23  1.7664678E+24
  21.86667  9.2061777E+23  1.8412355E+24
  21.93333  9.8440630E+23  1.9688126E+24
  22.00000  6.1116341E+23  1.2223268E+24
  22.06667  1.0520476E+24  2.1040953E+24
  22.13333  8.0622466E+23  1.6124493E+24
  22.20000  8.5360625E+23  1.7072125E+24
  22.26667  8.8082615E+23  1.7616523E+24
  22.33333  9.2628870E+23  1.8525774E+24
  22.40000  1.0213471E+03  2.0426942E+03
  22.46667  9.8704243E+23  1.9740849E+24
  22.53333  1.0067381E+24  2.0134763E+24
  22.60000  9.6661174E+23  1.9332235E+24
  22.66667  9.7380441E+23  1.9476088E+24
  22.73333  9.7165341E+23  1.9433068E+24
  22.80000  9.9589247E+23  1.9917849E+24
  22.86667  9.8102840E+23  1.9620568E+24
  22.93333  9.7953784E+23  1.9590757E+24
  23.00000  9.7087568E+23  1.9417514E+24
  23.06667  2.8993218E+23  5.7986436E+23
  23.13333  9.3515813E+23  1.8703163E+24
  23.20000  9.4084211E+23  1.8816842E+24
  23.26667  9.2549588E+23  1.8509918E+24
  23.33333  9.0965583E+23  1.8193117E+24
  23.40000  8.2414880E+23  1.6482976E+24
  23.46667  6.0301515E+23  1.2060303E+24
  23.53333  5.0824401E+23  1.0164880E+24
  23.60000  6.9983257E+23  1.3996651E+24
  23.66667  7.2435074E+23  1.4487015E+24
  23.73333  1.0499995E+24  2.0999989E+24
  23.80000  9.1515349E+23  1.8303070E+24
  23.86667  1.0193432E+03  2.0386863E+03
  23.93333  9.3813564E+23  1.8762713E+24
  24.00000  9.2298393E+23  1.8459679E+24
  24.06667  1.0280209E+24  2.0560418E+24
  24.13333  1.0183928E+24  2.0367856E+24
  24.20000  1.0024408E+24  2.0048815E+24
  24.26667  9.9236167E+23  1.9847233E+24
  24.33333  9.9220441E+23  1.9844088E+24
  24.40000  9.7293482E+23  1.9458696E+24
  24.46667  2.4577296E+23  4.9154592E+23
  24.53333  9.7201231E+23  1.9440246E+24
  24.60000  9.9058193E+23  1.9811639E+24
  24.66667  1.0000891E+24  2.0001783E+24
  24.73333  1.0070140E+24  2.0140279E+24
  24.80000  1.0416069E+24  2.0832138E+24
  24.86667  5.0952229E+23  1.0190446E+24
  24.93333  1.0102649E+24  2.0205299E+24
  25.00000  7.0838576E+23  1.4167715E+24
