  # rho, z,   i,  j,  code:  1=sphere, 2=cone, 3=cant, 4= edge
    0.13380E+05    0.16010E+05   591   608     3
    0.13239E+05    0.16010E+05   590   608     3
    0.13100E+05    0.16010E+05   589   608     3
    0.12962E+05    0.16010E+05   588   608     3
    0.12826E+05    0.16010E+05   587   608     3
    0.12691E+05    0.16010E+05   586   608     3
    0.12558E+05    0.16010E+05   585   608     3
    0.12426E+05    0.16010E+05   584   608     3
    0.12296E+05    0.16010E+05   583   608     3
    0.12166E+05    0.16010E+05   582   608     3
    0.12039E+05    0.16010E+05   581   608     3
    0.11912E+05    0.16010E+05   580   608     3
    0.11787E+05    0.16010E+05   579   608     3
    0.11663E+05    0.16010E+05   578   608     3
    0.11541E+05    0.16010E+05   577   608     3
    0.11419E+05    0.16010E+05   576   608     3
    0.11299E+05    0.16010E+05   575   608     3
    0.11181E+05    0.16010E+05   574   608     3
    0.11063E+05    0.16010E+05   573   608     3
    0.10947E+05    0.16010E+05   572   608     3
    0.10832E+05    0.16010E+05   571   608     3
    0.10718E+05    0.16010E+05   570   608     3
    0.10605E+05    0.16010E+05   569   608     3
    0.10494E+05    0.16010E+05   568   608     3
    0.10384E+05    0.16010E+05   567   608     3
    0.10275E+05    0.16010E+05   566   608     3
    0.10167E+05    0.16010E+05   565   608     3
    0.10060E+05    0.16010E+05   564   608     3
    0.99541E+04    0.16010E+05   563   608     3
    0.98495E+04    0.16010E+05   562   608     3
    0.97460E+04    0.16010E+05   561   608     3
    0.96435E+04    0.16010E+05   560   608     3
    0.95422E+04    0.16010E+05   559   608     3
    0.94419E+04    0.16010E+05   558   608     3
    0.93426E+04    0.16010E+05   557   608     3
    0.92444E+04    0.16010E+05   556   608     3
    0.91473E+04    0.16010E+05   555   608     3
    0.90511E+04    0.16010E+05   554   608     3
    0.89560E+04    0.16010E+05   553   608     3
    0.88618E+04    0.16010E+05   552   608     3
    0.87687E+04    0.16010E+05   551   608     3
    0.86765E+04    0.16010E+05   550   608     3
    0.85853E+04    0.16010E+05   549   608     3
    0.84950E+04    0.16010E+05   548   608     3
    0.84057E+04    0.16010E+05   547   608     3
    0.83174E+04    0.16010E+05   546   608     3
    0.82299E+04    0.16010E+05   545   608     3
    0.81434E+04    0.16010E+05   544   608     3
    0.80578E+04    0.16010E+05   543   608     3
    0.79730E+04    0.16010E+05   542   608     3
    0.78892E+04    0.16010E+05   541   608     3
    0.78062E+04    0.16010E+05   540   608     3
    0.77242E+04    0.16010E+05   539   608     3
    0.76429E+04    0.16010E+05   538   608     3
    0.75626E+04    0.16010E+05   537   608     3
    0.74830E+04    0.16010E+05   536   608     3
    0.74043E+04    0.16010E+05   535   608     3
    0.73265E+04    0.16010E+05   534   608     3
    0.72494E+04    0.16010E+05   533   608     3
    0.71732E+04    0.16010E+05   532   608     3
    0.70977E+04    0.16010E+05   531   608     3
    0.70231E+04    0.16010E+05   530   608     3
    0.69492E+04    0.16010E+05   529   608     3
    0.68761E+04    0.16010E+05   528   608     3
    0.68038E+04    0.16010E+05   527   608     3
    0.67322E+04    0.16010E+05   526   608     3
    0.66614E+04    0.16010E+05   525   608     3
    0.65913E+04    0.16010E+05   524   608     3
    0.65220E+04    0.16010E+05   523   608     3
    0.64534E+04    0.16010E+05   522   608     3
    0.63855E+04    0.16010E+05   521   608     3
    0.63183E+04    0.16010E+05   520   608     3
    0.62518E+04    0.16010E+05   519   608     3
    0.61860E+04    0.16010E+05   518   608     3
    0.61209E+04    0.16010E+05   517   608     3
    0.60565E+04    0.16010E+05   516   608     3
    0.59928E+04    0.16010E+05   515   608     3
    0.59297E+04    0.16010E+05   514   608     3
    0.58673E+04    0.16010E+05   513   608     3
    0.58056E+04    0.16010E+05   512   608     3
    0.57445E+04    0.16010E+05   511   608     3
    0.56840E+04    0.16010E+05   510   608     3
    0.56242E+04    0.16010E+05   509   608     3
    0.55650E+04    0.16010E+05   508   608     3
    0.55064E+04    0.16010E+05   507   608     3
    0.54485E+04    0.16010E+05   506   608     2
    0.53911E+04    0.16010E+05   505   608     2
    0.53344E+04    0.16010E+05   504   608     2
    0.52782E+04    0.16010E+05   503   608     2
    0.52226E+04    0.16010E+05   502   608     2
    0.51677E+04    0.16010E+05   501   608     2
    0.51133E+04    0.16010E+05   500   608     2
    0.50594E+04    0.16010E+05   499   608     2
    0.50061E+04    0.16010E+05   498   608     2
    0.49534E+04    0.16010E+05   497   608     2
    0.49013E+04    0.16010E+05   496   608     2
    0.48496E+04    0.16010E+05   495   608     2
    0.47986E+04    0.16010E+05   494   608     2
    0.47480E+04    0.16010E+05   493   608     2
    0.46980E+04    0.16010E+05   492   608     2
    0.46485E+04    0.16010E+05   491   608     2
    0.45996E+04    0.16010E+05   490   608     2
    0.45511E+04    0.16010E+05   489   608     2
    0.45032E+04    0.16010E+05   488   608     2
    0.44558E+04    0.16010E+05   487   608     2
    0.44088E+04    0.16010E+05   486   608     2
    0.43624E+04    0.16010E+05   485   608     2
    0.43164E+04    0.16010E+05   484   608     2
    0.42709E+04    0.16010E+05   483   608     2
    0.42259E+04    0.16010E+05   482   608     2
    0.41814E+04    0.16010E+05   481   608     2
    0.41373E+04    0.16010E+05   480   608     2
    0.40937E+04    0.16010E+05   479   608     2
    0.40506E+04    0.16010E+05   478   608     2
    0.40079E+04    0.16010E+05   477   608     2
    0.39656E+04    0.16010E+05   476   608     2
    0.39238E+04    0.16010E+05   475   608     2
    0.38825E+04    0.16010E+05   474   608     2
    0.38415E+04    0.16010E+05   473   608     2
    0.38011E+04    0.16010E+05   472   608     2
    0.37610E+04    0.16010E+05   471   608     2
    0.37213E+04    0.16010E+05   470   608     2
    0.36821E+04    0.16010E+05   469   608     2
    0.36433E+04    0.16010E+05   468   608     2
    0.36048E+04    0.16010E+05   467   608     2
    0.35668E+04    0.16010E+05   466   608     2
    0.35292E+04    0.16010E+05   465   608     2
    0.34920E+04    0.16010E+05   464   608     2
    0.34551E+04    0.16010E+05   463   608     2
    0.34187E+04    0.16010E+05   462   608     2
    0.33826E+04    0.16010E+05   461   608     2
    0.33470E+04    0.16010E+05   460   608     2
    0.33116E+04    0.16010E+05   459   608     2
    0.32767E+04    0.16010E+05   458   608     2
    0.32421E+04    0.16010E+05   457   608     2
    0.32079E+04    0.16010E+05   456   608     2
    0.31741E+04    0.16010E+05   455   608     2
    0.31406E+04    0.16010E+05   454   608     2
    0.31074E+04    0.16010E+05   453   608     2
    0.30746E+04    0.16010E+05   452   608     2
    0.30422E+04    0.16010E+05   451   608     2
    0.30100E+04    0.16010E+05   450   608     2
    0.29783E+04    0.16010E+05   449   608     2
    0.29468E+04    0.16010E+05   448   608     2
    0.29157E+04    0.16010E+05   447   608     2
    0.28849E+04    0.16010E+05   446   608     2
    0.28545E+04    0.16010E+05   445   608     2
    0.28243E+04    0.16010E+05   444   608     2
    0.27945E+04    0.16010E+05   443   608     2
    0.27650E+04    0.16010E+05   442   608     2
    0.27358E+04    0.16010E+05   441   608     2
    0.27069E+04    0.16010E+05   440   608     2
    0.26783E+04    0.16010E+05   439   608     2
    0.26500E+04    0.16010E+05   438   608     2
    0.26220E+04    0.16010E+05   437   608     2
    0.25943E+04    0.16010E+05   436   608     2
    0.25668E+04    0.16010E+05   435   608     2
    0.25397E+04    0.16010E+05   434   608     2
    0.25129E+04    0.16010E+05   433   608     2
    0.24863E+04    0.16010E+05   432   608     2
    0.24600E+04    0.16010E+05   431   608     2
    0.24340E+04    0.16010E+05   430   608     2
    0.24083E+04    0.16010E+05   429   608     2
    0.23828E+04    0.16010E+05   428   608     2
    0.23576E+04    0.16010E+05   427   608     2
    0.23327E+04    0.16010E+05   426   608     2
    0.23080E+04    0.16010E+05   425   608     2
    0.22836E+04    0.16010E+05   424   608     2
    0.22594E+04    0.16010E+05   423   608     2
    0.22355E+04    0.16010E+05   422   608     2
    0.22119E+04    0.16010E+05   421   608     2
    0.21885E+04    0.16010E+05   420   608     2
    0.21653E+04    0.16010E+05   419   608     2
    0.21424E+04    0.16010E+05   418   608     2
    0.21197E+04    0.16010E+05   417   608     2
    0.20973E+04    0.16010E+05   416   608     2
    0.20751E+04    0.16010E+05   415   608     2
    0.20531E+04    0.16010E+05   414   608     2
    0.20314E+04    0.16010E+05   413   608     2
    0.20098E+04    0.16010E+05   412   608     2
    0.19886E+04    0.16010E+05   411   608     2
    0.19675E+04    0.16010E+05   410   608     2
    0.19466E+04    0.16010E+05   409   608     2
    0.19260E+04    0.16010E+05   408   608     2
    0.19056E+04    0.16010E+05   407   608     2
    0.18854E+04    0.16010E+05   406   608     2
    0.18654E+04    0.16010E+05   405   608     2
    0.18457E+04    0.16010E+05   404   608     2
    0.18261E+04    0.16010E+05   403   608     2
    0.18067E+04    0.16010E+05   402   608     2
    0.17876E+04    0.16010E+05   401   608     2
    0.17686E+04    0.16010E+05   400   608     2
    0.17499E+04    0.16010E+05   399   608     2
    0.17313E+04    0.16010E+05   398   608     2
    0.17129E+04    0.16010E+05   397   608     2
    0.16948E+04    0.16010E+05   396   608     2
    0.16768E+04    0.16010E+05   395   608     2
    0.16590E+04    0.16010E+05   394   608     2
    0.16414E+04    0.16010E+05   393   608     2
    0.16240E+04    0.16010E+05   392   608     2
    0.16067E+04    0.16010E+05   391   608     2
    0.15897E+04    0.16010E+05   390   608     2
    0.15728E+04    0.16010E+05   389   608     2
    0.15561E+04    0.16010E+05   388   608     2
    0.15396E+04    0.16010E+05   387   608     2
    0.15232E+04    0.16010E+05   386   608     2
    0.15070E+04    0.16010E+05   385   608     2
    0.14910E+04    0.16010E+05   384   608     2
    0.14752E+04    0.16010E+05   383   608     2
    0.14595E+04    0.16010E+05   382   608     2
    0.14440E+04    0.16010E+05   381   608     2
    0.14286E+04    0.16010E+05   380   608     2
    0.14134E+04    0.16010E+05   379   608     2
    0.13984E+04    0.16010E+05   378   608     2
    0.13835E+04    0.16010E+05   377   608     2
    0.13688E+04    0.16010E+05   376   608     2
    0.13542E+04    0.16010E+05   375   608     2
    0.13398E+04    0.16010E+05   374   608     2
    0.13256E+04    0.16010E+05   373   608     2
    0.13115E+04    0.16010E+05   372   608     2
    0.12975E+04    0.16010E+05   371   608     2
    0.12837E+04    0.16010E+05   370   608     2
    0.12700E+04    0.16010E+05   369   608     2
    0.12565E+04    0.16010E+05   368   608     2
    0.12431E+04    0.16010E+05   367   608     2
    0.12299E+04    0.16010E+05   366   608     2
    0.12168E+04    0.16010E+05   365   608     2
    0.12038E+04    0.16010E+05   364   608     2
    0.11910E+04    0.16010E+05   363   608     2
    0.11783E+04    0.16010E+05   362   608     2
    0.11657E+04    0.16010E+05   361   608     2
    0.11533E+04    0.16010E+05   360   608     2
    0.11410E+04    0.16010E+05   359   608     2
    0.11288E+04    0.16010E+05   358   608     2
    0.11167E+04    0.16010E+05   357   608     2
    0.11048E+04    0.16010E+05   356   608     2
    0.10930E+04    0.16010E+05   355   608     2
    0.10814E+04    0.16010E+05   354   608     2
    0.10698E+04    0.16010E+05   353   608     2
    0.10584E+04    0.16010E+05   352   608     2
    0.10471E+04    0.16010E+05   351   608     2
    0.10359E+04    0.16010E+05   350   608     2
    0.10248E+04    0.16010E+05   349   608     2
    0.10139E+04    0.16010E+05   348   608     2
    0.10030E+04    0.16010E+05   347   608     2
    0.99229E+03    0.16010E+05   346   608     2
    0.98168E+03    0.16010E+05   345   608     2
    0.97118E+03    0.16010E+05   344   608     2
    0.96079E+03    0.16010E+05   343   608     2
    0.95050E+03    0.16010E+05   342   608     2
    0.94033E+03    0.16010E+05   341   608     2
    0.93026E+03    0.16010E+05   340   608     2
    0.92029E+03    0.16010E+05   339   608     2
    0.91044E+03    0.16010E+05   338   608     2
    0.90068E+03    0.16010E+05   337   608     2
    0.89103E+03    0.16010E+05   336   608     2
    0.88148E+03    0.16010E+05   335   608     2
    0.87202E+03    0.16010E+05   334   608     2
    0.86267E+03    0.16010E+05   333   608     2
    0.85342E+03    0.16010E+05   332   608     2
    0.84426E+03    0.16010E+05   331   608     2
    0.83520E+03    0.16010E+05   330   608     2
    0.82623E+03    0.16010E+05   329   608     2
    0.81736E+03    0.16010E+05   328   608     2
    0.80858E+03    0.16010E+05   327   608     2
    0.79989E+03    0.16010E+05   326   608     2
    0.79130E+03    0.16010E+05   325   608     2
    0.78279E+03    0.16010E+05   324   608     2
    0.77438E+03    0.16010E+05   323   608     2
    0.76605E+03    0.16010E+05   322   608     2
    0.75781E+03    0.16010E+05   321   608     2
    0.74965E+03    0.16010E+05   320   608     2
    0.74158E+03    0.16010E+05   319   608     2
    0.73360E+03    0.16010E+05   318   608     2
    0.72570E+03    0.16010E+05   317   608     2
    0.71788E+03    0.16010E+05   316   608     2
    0.71015E+03    0.16010E+05   315   608     2
    0.70249E+03    0.16010E+05   314   608     2
    0.69492E+03    0.16010E+05   313   608     2
    0.68742E+03    0.16010E+05   312   608     2
    0.68001E+03    0.16010E+05   311   608     2
    0.67267E+03    0.16010E+05   310   608     2
    0.66541E+03    0.16010E+05   309   608     2
    0.65822E+03    0.16010E+05   308   608     2
    0.65111E+03    0.16010E+05   307   608     2
    0.64407E+03    0.16010E+05   306   608     2
    0.63711E+03    0.16010E+05   305   608     2
    0.63022E+03    0.16010E+05   304   608     2
    0.62341E+03    0.16010E+05   303   608     2
    0.61666E+03    0.16010E+05   302   608     2
    0.60999E+03    0.16010E+05   301   608     2
    0.60339E+03    0.16010E+05   300   608     2
    0.59685E+03    0.16010E+05   299   608     2
    0.59038E+03    0.16010E+05   298   608     2
    0.58399E+03    0.16010E+05   297   608     2
    0.57766E+03    0.16010E+05   296   608     2
    0.57139E+03    0.16010E+05   295   608     2
    0.56519E+03    0.16010E+05   294   608     2
    0.55906E+03    0.16010E+05   293   608     2
    0.55299E+03    0.16010E+05   292   608     2
    0.54698E+03    0.16010E+05   291   608     2
    0.54104E+03    0.16010E+05   290   608     2
    0.53516E+03    0.16010E+05   289   608     2
    0.52934E+03    0.16010E+05   288   608     2
    0.52358E+03    0.16010E+05   287   608     2
    0.51788E+03    0.16010E+05   286   608     2
    0.51224E+03    0.16010E+05   285   608     2
    0.50667E+03    0.16010E+05   284   608     2
    0.50115E+03    0.16010E+05   283   608     2
    0.49568E+03    0.16010E+05   282   608     2
    0.49028E+03    0.16010E+05   281   608     2
    0.48493E+03    0.16010E+05   280   608     2
    0.47964E+03    0.16010E+05   279   608     2
    0.47440E+03    0.16010E+05   278   608     2
    0.46922E+03    0.16010E+05   277   608     2
    0.46409E+03    0.16010E+05   276   608     2
    0.45902E+03    0.16010E+05   275   608     2
    0.45400E+03    0.16010E+05   274   608     2
    0.44903E+03    0.16010E+05   273   608     2
    0.44411E+03    0.16010E+05   272   608     2
    0.43925E+03    0.16010E+05   271   608     2
    0.43444E+03    0.16010E+05   270   608     2
    0.42967E+03    0.16010E+05   269   608     2
    0.42496E+03    0.16010E+05   268   608     2
    0.42030E+03    0.16010E+05   267   608     2
    0.41568E+03    0.16010E+05   266   608     2
    0.41112E+03    0.16010E+05   265   608     2
    0.40660E+03    0.16010E+05   264   608     2
    0.40213E+03    0.16010E+05   263   608     2
    0.39770E+03    0.16010E+05   262   608     2
    0.39333E+03    0.16010E+05   261   608     2
    0.38900E+03    0.16010E+05   260   608     2
    0.38471E+03    0.16010E+05   259   608     2
    0.38047E+03    0.16010E+05   258   608     2
    0.37627E+03    0.16010E+05   257   608     2
    0.37212E+03    0.16010E+05   256   608     2
    0.36801E+03    0.16010E+05   255   608     2
    0.36394E+03    0.16010E+05   254   608     2
    0.35992E+03    0.16010E+05   253   608     2
    0.35594E+03    0.16010E+05   252   608     2
    0.35200E+03    0.16010E+05   251   608     2
    0.34810E+03    0.16010E+05   250   608     2
    0.34425E+03    0.16010E+05   249   608     2
    0.34043E+03    0.16010E+05   248   608     2
    0.33665E+03    0.16010E+05   247   608     2
    0.33291E+03    0.16010E+05   246   608     2
    0.32922E+03    0.16010E+05   245   608     2
    0.32556E+03    0.16010E+05   244   608     2
    0.32194E+03    0.16010E+05   243   608     2
    0.31835E+03    0.16010E+05   242   608     2
    0.31481E+03    0.16010E+05   241   608     2
    0.31130E+03    0.16010E+05   240   608     2
    0.30783E+03    0.16010E+05   239   608     2
    0.30440E+03    0.16010E+05   238   608     2
    0.30100E+03    0.16010E+05   237   608     2
    0.29763E+03    0.16010E+05   236   608     2
    0.29431E+03    0.16010E+05   235   608     2
    0.29101E+03    0.16010E+05   234   608     2
    0.28775E+03    0.16010E+05   233   608     2
    0.28453E+03    0.16010E+05   232   608     2
    0.28134E+03    0.16010E+05   231   608     2
    0.27818E+03    0.16010E+05   230   608     2
    0.27506E+03    0.16010E+05   229   608     2
    0.27197E+03    0.16010E+05   228   608     2
    0.26891E+03    0.16010E+05   227   608     2
    0.26588E+03    0.16010E+05   226   608     2
    0.26289E+03    0.16010E+05   225   608     2
    0.25993E+03    0.16010E+05   224   608     2
    0.25699E+03    0.16010E+05   223   608     2
    0.25409E+03    0.16010E+05   222   608     2
    0.25122E+03    0.16010E+05   221   608     2
    0.24838E+03    0.16010E+05   220   608     2
    0.24557E+03    0.16010E+05   219   608     2
    0.24279E+03    0.16010E+05   218   608     2
    0.24003E+03    0.16010E+05   217   608     2
    0.23731E+03    0.16010E+05   216   608     2
    0.23462E+03    0.16010E+05   215   608     2
    0.23195E+03    0.16010E+05   214   608     2
    0.22931E+03    0.16010E+05   213   608     2
    0.22670E+03    0.16010E+05   212   608     2
    0.22412E+03    0.16010E+05   211   608     2
    0.22156E+03    0.16010E+05   210   608     2
    0.21903E+03    0.16010E+05   209   608     2
    0.21653E+03    0.16010E+05   208   608     2
    0.21405E+03    0.16010E+05   207   608     2
    0.21160E+03    0.16010E+05   206   608     2
    0.20917E+03    0.16010E+05   205   608     2
    0.20677E+03    0.16010E+05   204   608     2
    0.20440E+03    0.16010E+05   203   608     2
    0.20205E+03    0.16010E+05   202   608     2
    0.19972E+03    0.16010E+05   201   608     2
    0.19742E+03    0.16010E+05   200   608     2
    0.19514E+03    0.16010E+05   199   608     2
    0.19289E+03    0.16010E+05   198   608     2
    0.19066E+03    0.16010E+05   197   608     2
    0.18846E+03    0.16010E+05   196   608     2
    0.18627E+03    0.16010E+05   195   608     2
    0.18411E+03    0.16010E+05   194   608     2
    0.18198E+03    0.16010E+05   193   608     2
    0.17986E+03    0.16010E+05   192   608     2
    0.17777E+03    0.16010E+05   191   608     2
    0.17570E+03    0.16010E+05   190   608     2
    0.17365E+03    0.16010E+05   189   608     2
    0.17162E+03    0.16010E+05   188   608     2
    0.16962E+03    0.16010E+05   187   608     2
    0.16763E+03    0.16010E+05   186   608     2
    0.16567E+03    0.16010E+05   185   608     2
    0.16372E+03    0.16010E+05   184   608     2
    0.16180E+03    0.16010E+05   183   608     2
    0.15990E+03    0.16010E+05   182   608     2
    0.15802E+03    0.16010E+05   181   608     2
    0.15615E+03    0.16010E+05   180   608     2
    0.15431E+03    0.16010E+05   179   608     2
    0.15248E+03    0.16010E+05   178   608     2
    0.15068E+03    0.16010E+05   177   608     2
    0.14889E+03    0.16010E+05   176   608     2
    0.14712E+03    0.16010E+05   175   608     2
    0.14538E+03    0.16010E+05   174   608     2
    0.14364E+03    0.16010E+05   173   608     2
    0.14193E+03    0.16010E+05   172   608     2
    0.14024E+03    0.16010E+05   171   608     2
    0.13856E+03    0.16010E+05   170   608     2
    0.13690E+03    0.16010E+05   169   608     2
    0.13526E+03    0.16010E+05   168   608     2
    0.13363E+03    0.16010E+05   167   608     2
    0.13203E+03    0.16010E+05   166   608     2
    0.13044E+03    0.16010E+05   165   608     2
    0.12886E+03    0.16010E+05   164   608     2
    0.12730E+03    0.16010E+05   163   608     2
    0.12576E+03    0.16010E+05   162   608     2
    0.12424E+03    0.16010E+05   161   608     2
    0.12273E+03    0.16010E+05   160   608     2
    0.12124E+03    0.16010E+05   159   608     2
    0.11976E+03    0.16010E+05   158   608     2
    0.11830E+03    0.16010E+05   157   608     2
    0.11685E+03    0.16010E+05   156   608     2
    0.11542E+03    0.16010E+05   155   608     2
    0.11400E+03    0.16010E+05   154   608     2
    0.11260E+03    0.16010E+05   153   608     2
    0.11121E+03    0.16010E+05   152   608     2
    0.10984E+03    0.16010E+05   151   608     2
    0.10848E+03    0.16010E+05   150   608     2
    0.10714E+03    0.16010E+05   149   608     2
    0.10581E+03    0.16010E+05   148   608     2
    0.10449E+03    0.16010E+05   147   608     2
    0.10319E+03    0.16010E+05   146   608     2
    0.10190E+03    0.16010E+05   145   608     2
    0.10063E+03    0.16010E+05   144   608     2
    0.99366E+02    0.16010E+05   143   608     2
    0.98118E+02    0.16010E+05   142   608     2
    0.96883E+02    0.16010E+05   141   608     2
    0.95661E+02    0.16010E+05   140   608     2
    0.94452E+02    0.16010E+05   139   608     2
    0.93255E+02    0.16010E+05   138   608     2
    0.92071E+02    0.16010E+05   137   608     2
    0.90899E+02    0.16010E+05   136   608     2
    0.89740E+02    0.16010E+05   135   608     2
    0.88593E+02    0.16010E+05   134   608     2
    0.87458E+02    0.16010E+05   133   608     2
    0.86334E+02    0.16010E+05   132   608     2
    0.85223E+02    0.16010E+05   131   608     2
    0.84123E+02    0.16010E+05   130   608     2
    0.83035E+02    0.16010E+05   129   608     2
    0.81958E+02    0.16010E+05   128   608     2
    0.80892E+02    0.16010E+05   127   608     2
    0.79838E+02    0.16010E+05   126   608     2
    0.78794E+02    0.16010E+05   125   608     2
    0.77762E+02    0.16010E+05   124   608     2
    0.76740E+02    0.16010E+05   123   608     2
    0.75729E+02    0.16010E+05   122   608     2
    0.74729E+02    0.16010E+05   121   608     2
    0.73739E+02    0.16010E+05   120   608     2
    0.72760E+02    0.16010E+05   119   608     2
    0.71791E+02    0.16010E+05   118   608     2
    0.70832E+02    0.16010E+05   117   608     2
    0.69883E+02    0.16010E+05   116   608     2
    0.68944E+02    0.16010E+05   115   608     2
    0.68015E+02    0.16010E+05   114   608     2
    0.67096E+02    0.16010E+05   113   608     2
    0.66186E+02    0.16010E+05   112   608     2
    0.65286E+02    0.16010E+05   111   608     2
    0.64395E+02    0.16010E+05   110   608     2
    0.63514E+02    0.16010E+05   109   608     2
    0.62642E+02    0.16010E+05   108   608     2
    0.61779E+02    0.16010E+05   107   608     2
    0.60925E+02    0.16010E+05   106   608     2
    0.60080E+02    0.16010E+05   105   608     2
    0.59244E+02    0.16010E+05   104   608     2
    0.58416E+02    0.16010E+05   103   608     2
    0.57598E+02    0.16010E+05   102   608     2
    0.56787E+02    0.16010E+05   101   608     2
    0.55986E+02    0.16010E+05   100   608     2
    0.55193E+02    0.16010E+05    99   608     2
    0.54408E+02    0.16010E+05    98   608     2
    0.53631E+02    0.16010E+05    97   608     2
    0.52863E+02    0.16010E+05    96   608     2
    0.52102E+02    0.16010E+05    95   608     2
    0.51350E+02    0.16010E+05    94   608     2
    0.50605E+02    0.16010E+05    93   608     2
    0.49869E+02    0.16010E+05    92   608     2
    0.49140E+02    0.16010E+05    91   608     2
    0.48418E+02    0.16010E+05    90   608     2
    0.47704E+02    0.16010E+05    89   608     2
    0.46998E+02    0.16010E+05    88   608     2
    0.46299E+02    0.16010E+05    87   608     2
    0.45608E+02    0.16010E+05    86   608     2
    0.44923E+02    0.16010E+05    85   608     2
    0.44246E+02    0.16010E+05    84   608     2
    0.43576E+02    0.16010E+05    83   608     2
    0.42913E+02    0.16010E+05    82   608     2
    0.42257E+02    0.16010E+05    81   608     2
    0.41608E+02    0.16010E+05    80   608     2
    0.40965E+02    0.16010E+05    79   608     2
    0.40330E+02    0.16010E+05    78   608     2
    0.39701E+02    0.16010E+05    77   608     2
    0.39079E+02    0.16010E+05    76   608     2
    0.38463E+02    0.16010E+05    75   608     2
    0.37853E+02    0.16010E+05    74   608     2
    0.37250E+02    0.16010E+05    73   608     2
    0.36654E+02    0.16010E+05    72   608     2
    0.36063E+02    0.16010E+05    71   608     2
    0.35479E+02    0.16010E+05    70   608     2
    0.34901E+02    0.16010E+05    69   608     2
    0.34329E+02    0.16010E+05    68   608     2
    0.33763E+02    0.16010E+05    67   608     2
    0.33203E+02    0.16010E+05    66   608     2
    0.32649E+02    0.16010E+05    65   608     2
    0.32100E+02    0.16010E+05    64   608     2
    0.31558E+02    0.16010E+05    63   608     2
    0.31021E+02    0.16010E+05    62   608     2
    0.30489E+02    0.16010E+05    61   608     2
    0.29964E+02    0.16010E+05    60   608     2
    0.29443E+02    0.16010E+05    59   608     2
    0.28929E+02    0.16010E+05    58   608     2
    0.28419E+02    0.16010E+05    57   608     2
    0.27915E+02    0.16010E+05    56   608     1
    0.27416E+02    0.16010E+05    55   608     1
    0.26923E+02    0.16010E+05    54   608     1
    0.26435E+02    0.16010E+05    53   608     1
    0.25951E+02    0.16010E+05    52   608     1
    0.25473E+02    0.16010E+05    51   608     1
    0.25000E+02    0.16010E+05    50   608     1
    0.24500E+02    0.16010E+05    49   608     1
    0.24000E+02    0.16010E+05    48   608     1
    0.23500E+02    0.16010E+05    47   608     1
    0.23000E+02    0.16010E+05    46   608     1
    0.22500E+02    0.16010E+05    45   608     1
    0.22000E+02    0.16010E+05    44   608     1
    0.21500E+02    0.16010E+05    43   608     1
    0.21000E+02    0.16010E+05    42   608     1
    0.20500E+02    0.16010E+05    41   608     1
    0.20000E+02    0.16010E+05    40   608     1
    0.19500E+02    0.16010E+05    39   608     1
    0.19000E+02    0.16010E+05    38   608     1
    0.18500E+02    0.16010E+05    37   608     1
    0.18000E+02    0.16010E+05    36   608     1
    0.17500E+02    0.16010E+05    35   608     1
    0.17000E+02    0.16010E+05    34   608     1
    0.16500E+02    0.16010E+05    33   608     1
    0.16000E+02    0.16010E+05    32   608     1
    0.15500E+02    0.16010E+05    31   608     1
    0.15000E+02    0.16010E+05    30   608     1
    0.14500E+02    0.16010E+05    29   608     1
    0.14000E+02    0.16010E+05    28   608     1
    0.13500E+02    0.16010E+05    27   608     1
    0.13000E+02    0.16010E+05    26   608     1
    0.12500E+02    0.16010E+05    25   608     1
    0.12000E+02    0.16010E+05    24   608     1
    0.11500E+02    0.16010E+05    23   608     1
    0.11000E+02    0.16010E+05    22   608     1
    0.10500E+02    0.16010E+05    21   608     1
    0.10000E+02    0.16010E+05    20   608     1
    0.95000E+01    0.16010E+05    19   608     1
    0.90000E+01    0.16010E+05    18   608     1
    0.85000E+01    0.16010E+05    17   608     1
    0.80000E+01    0.16010E+05    16   608     1
    0.75000E+01    0.16010E+05    15   608     1
    0.70000E+01    0.16010E+05    14   608     1
    0.65000E+01    0.16010E+05    13   608     1
    0.60000E+01    0.16010E+05    12   608     1
    0.55000E+01    0.16010E+05    11   608     1
    0.50000E+01    0.16010E+05    10   608     1
    0.45000E+01    0.16010E+05     9   608     1
    0.40000E+01    0.16010E+05     8   608     1
    0.35000E+01    0.16010E+05     7   608     1
    0.30000E+01    0.16010E+05     6   608     1
    0.25000E+01    0.16010E+05     5   608     1
    0.20000E+01    0.16010E+05     4   608     1
    0.15000E+01    0.16010E+05     3   608     1
    0.10000E+01    0.16010E+05     2   608     1
    0.50000E+00    0.16010E+05     1   608     1
