 #  Z/R                U/pie0RV2                  C/pie0R
   3.75000  2.8251468E+03  5.6502935E+03
   3.90000  2.8243987E+03  5.6487973E+03
   4.05000  2.8236533E+03  5.6473067E+03
   4.20000  2.8229106E+03  5.6458213E+03
   4.35000  2.8221704E+03  5.6443409E+03
   4.50000  2.8214327E+03  5.6428653E+03
   4.65000  2.8206972E+03  5.6413944E+03
   4.80000  2.8199640E+03  5.6399280E+03
   4.95000  2.8192329E+03  5.6384659E+03
   5.10000  2.8185040E+03  5.6370080E+03
   5.25000  2.8177771E+03  5.6355541E+03
   5.40000  2.8170521E+03  5.6341042E+03
   5.55000  2.8163290E+03  5.6326581E+03
   5.70000  2.8156078E+03  5.6312157E+03
   5.85000  2.8148884E+03  5.6297769E+03
   6.00000  2.8141708E+03  5.6283416E+03
   6.15000  2.8134549E+03  5.6269098E+03
   6.30000  2.8127406E+03  5.6254813E+03
   6.45000  2.8120280E+03  5.6240560E+03
   6.60000  2.8113170E+03  5.6226340E+03
   6.75000  2.8106075E+03  5.6212151E+03
   6.90000  2.8098996E+03  5.6197992E+03
   7.05000  2.8091932E+03  5.6183864E+03
   7.20000  2.6206828E+23  5.2413657E+23
   7.35000  2.8440098E+23  5.6880196E+23
   7.50000  2.6307581E+23  5.2615162E+23
   7.65000  2.8001755E+23  5.6003511E+23
   7.80000  2.8345892E+23  5.6691784E+23
   7.95000  2.9056579E+23  5.8113158E+23
   8.10000  2.8042878E+03  5.6085757E+03
   8.25000  1.8590238E+23  3.7180476E+23
   8.40000  3.0436000E+23  6.0871999E+23
   8.55000  2.9000748E+23  5.8001496E+23
   8.70000  2.7458260E+23  5.4916520E+23
   8.85000  2.6833881E+23  5.3667761E+23
   9.00000  2.5050061E+23  5.0100122E+23
   9.15000  2.7994463E+03  5.5988926E+03
   9.30000  2.5052010E+23  5.0104019E+23
   9.45000  2.4926991E+23  4.9853981E+23
   9.60000  2.4396457E+23  4.8792915E+23
   9.75000  2.5118535E+23  5.0237069E+23
   9.90000  2.4703429E+23  4.9406858E+23
  10.05000  2.6042849E+23  5.2085699E+23
  10.20000  2.4708210E+23  4.9416420E+23
  10.35000  2.7939834E+03  5.5879667E+03
  10.50000  2.5691987E+23  5.1383974E+23
  10.65000  2.3304143E+23  4.6608287E+23
  10.80000  2.6142225E+23  5.2284450E+23
  10.95000  2.5388031E+23  5.0776061E+23
  11.10000  2.5906302E+23  5.1812604E+23
  11.25000  2.8120047E+23  5.6240093E+23
  11.40000  2.7892595E+03  5.5785190E+03
  11.55000  2.6126150E+23  5.2252301E+23
  11.70000  2.5174596E+23  5.0349192E+23
  11.85000  2.3269127E+23  4.6538254E+23
  12.00000  2.5074910E+23  5.0149820E+23
  12.15000  2.4532137E+23  4.9064274E+23
  12.30000  2.8085423E+23  5.6170846E+23
  12.45000  2.7845842E+03  5.5691684E+03
  12.60000  2.3366352E+23  4.6732703E+23
  12.75000  2.4350025E+23  4.8700051E+23
  12.90000  2.2837369E+23  4.5674737E+23
  13.05000  2.0359074E+23  4.0718148E+23
  13.20000  2.4147596E+23  4.8295192E+23
  13.35000  2.3138476E+23  4.6276952E+23
  13.50000  2.2921088E+23  4.5842176E+23
  13.65000  2.7792967E+03  5.5585935E+03
  13.80000  2.2496051E+23  4.4992101E+23
  13.95000  2.1461997E+23  4.2923995E+23
  14.10000  2.4259634E+23  4.8519269E+23
  14.25000  2.4506882E+23  4.9013765E+23
  14.40000  2.4226503E+23  4.8453005E+23
  14.55000  2.4526394E+23  4.9052788E+23
  14.70000  2.7747162E+03  5.5494323E+03
  14.85000  2.3784462E+23  4.7568924E+23
  15.00000  2.2888578E+23  4.5777155E+23
  15.15000  2.3623263E+23  4.7246525E+23
  15.30000  2.3429796E+23  4.6859592E+23
  15.45000  2.3658621E+23  4.7317242E+23
  15.60000  2.3044645E+23  4.6089290E+23
  15.75000  2.7701764E+03  5.5403528E+03
  15.90000  2.0943994E+23  4.1887989E+23
  16.05000  2.2151775E+23  4.4303550E+23
  16.20000  2.0687983E+23  4.1375966E+23
