 #  Z/R                U/pie0RV2                  C/pie0R
   5.00000  5.6430405E+03  1.1286081E+04
   5.05000  1.2379748E+21  2.4759497E+21
   5.10000  1.2261281E+21  2.4522562E+21
   5.15000  1.2076071E+21  2.4152141E+21
   5.20000  1.1587632E+21  2.3175264E+21
   5.25000  1.0570977E+21  2.1141953E+21
   5.30000  1.0467753E+21  2.0935506E+21
   5.35000  1.1349623E+21  2.2699246E+21
   5.40000  1.1781662E+21  2.3563324E+21
   5.45000  1.2041938E+21  2.4083876E+21
   5.50000  1.1803828E+21  2.3607657E+21
   5.55000  1.2245507E+21  2.4491014E+21
   5.60000  1.2019219E+21  2.4038438E+21
   5.65000  1.2116846E+21  2.4233693E+21
   5.70000  1.1697407E+21  2.3394815E+21
   5.75000  1.2555407E+21  2.5110814E+21
   5.80000  1.2706085E+21  2.5412169E+21
   5.85000  1.2457345E+21  2.4914690E+21
   5.90000  1.2543898E+21  2.5087796E+21
   5.95000  1.2437047E+21  2.4874094E+21
   6.00000  1.2160105E+21  2.4320211E+21
   6.05000  1.2013235E+21  2.4026470E+21
   6.10000  1.2041325E+21  2.4082649E+21
   6.15000  5.6376129E+03  1.1275226E+04
   6.20000  1.2164706E+21  2.4329412E+21
   6.25000  1.1937264E+21  2.3874529E+21
   6.30000  1.2127585E+21  2.4255169E+21
   6.35000  1.1963399E+21  2.3926797E+21
   6.40000  1.2110829E+21  2.4221659E+21
   6.45000  1.2120013E+21  2.4240026E+21
   6.50000  1.2017612E+21  2.4035223E+21
   6.55000  1.2157289E+21  2.4314578E+21
   6.60000  1.2266782E+21  2.4533565E+21
   6.65000  1.2076348E+21  2.4152696E+21
   6.70000  1.2110628E+21  2.4221256E+21
   6.75000  1.1613534E+21  2.3227069E+21
   6.80000  1.1261121E+21  2.2522242E+21
   6.85000  1.1553989E+21  2.3107978E+21
   6.90000  1.1545143E+21  2.3090286E+21
   6.95000  1.1908641E+21  2.3817281E+21
   7.00000  1.1747409E+21  2.3494819E+21
   7.05000  1.1631043E+21  2.3262087E+21
   7.10000  1.2028566E+21  2.4057133E+21
   7.15000  1.2151809E+21  2.4303618E+21
   7.20000  1.2092333E+21  2.4184666E+21
   7.25000  1.1861454E+21  2.3722908E+21
   7.30000  1.1999187E+21  2.3998375E+21
   7.35000  1.2059215E+21  2.4118429E+21
   7.40000  1.1881069E+21  2.3762138E+21
   7.45000  1.1601788E+21  2.3203576E+21
   7.50000  1.1614564E+21  2.3229128E+21
   7.55000  1.1705137E+21  2.3410275E+21
   7.60000  1.1451663E+21  2.2903327E+21
   7.65000  1.1969354E+21  2.3938708E+21
   7.70000  1.2115167E+21  2.4230335E+21
   7.75000  1.0181332E+21  2.0362664E+21
   7.80000  1.1919865E+21  2.3839729E+21
   7.85000  1.1596274E+21  2.3192547E+21
   7.90000  1.1030200E+21  2.2060399E+21
   7.95000  1.1267915E+21  2.2535829E+21
   8.00000  5.6289802E+03  1.1257960E+04
   8.05000  1.1703963E+21  2.3407925E+21
   8.10000  1.1678788E+21  2.3357575E+21
   8.15000  1.2121155E+21  2.4242310E+21
   8.20000  1.1747070E+21  2.3494140E+21
   8.25000  1.1592084E+21  2.3184168E+21
   8.30000  1.1865442E+21  2.3730884E+21
   8.35000  1.1592737E+21  2.3185474E+21
   8.40000  1.1857245E+21  2.3714490E+21
   8.45000  1.1904378E+21  2.3808757E+21
   8.50000  1.1949816E+21  2.3899633E+21
   8.55000  1.1884629E+21  2.3769257E+21
   8.60000  1.1793107E+21  2.3586215E+21
   8.65000  1.1837790E+21  2.3675580E+21
   8.70000  1.1716820E+21  2.3433639E+21
   8.75000  1.1621778E+21  2.3243557E+21
   8.80000  1.1431843E+21  2.2863685E+21
   8.85000  1.1178861E+21  2.2357723E+21
   8.90000  1.0735435E+21  2.1470869E+21
   8.95000  9.9388166E+20  1.9877633E+21
   9.00000  8.6768855E+20  1.7353771E+21
   9.05000  8.2760443E+20  1.6552089E+21
   9.10000  9.9100494E+20  1.9820099E+21
   9.15000  1.0785186E+21  2.1570373E+21
   9.20000  1.1549214E+21  2.3098428E+21
   9.25000  1.1313636E+21  2.2627271E+21
   9.30000  1.1754159E+21  2.3508318E+21
   9.35000  1.1572545E+21  2.3145090E+21
   9.40000  1.2212567E+21  2.4425134E+21
   9.45000  8.6092350E+20  1.7218470E+21
   9.50000  1.2337876E+21  2.4675751E+21
   9.55000  1.2311818E+21  2.4623637E+21
   9.60000  1.0701950E+21  2.1403901E+21
   9.65000  1.2344331E+21  2.4688662E+21
   9.70000  1.1252160E+21  2.2504319E+21
   9.75000  1.1359511E+21  2.2719022E+21
   9.80000  5.6206819E+03  1.1241364E+04
   9.85000  1.2117227E+21  2.4234454E+21
   9.90000  1.2270908E+21  2.4541816E+21
   9.95000  1.2160275E+21  2.4320549E+21
  10.00000  1.2263502E+21  2.4527004E+21
