 #  Z/R                U/pie0RV2                  C/pie0R
  13.73333  2.0543996E+24  4.1087992E+24
  13.80000  2.1778671E+24  4.3557342E+24
  13.86667  2.1591219E+24  4.3182439E+24
  13.93333  2.0976901E+24  4.1953803E+24
  14.00000  2.1481363E+24  4.2962726E+24
  14.06667  2.1839195E+24  4.3678389E+24
  14.13333  2.1464362E+24  4.2928725E+24
  14.20000  1.9292305E+24  3.8584609E+24
  14.26667  2.0612462E+24  4.1224925E+24
  14.33333  2.1009127E+24  4.2018254E+24
  14.40000  2.0515925E+24  4.1031851E+24
  14.46667  2.2229024E+24  4.4458047E+24
  14.53333  2.1200128E+24  4.2400256E+24
  14.60000  2.1802966E+24  4.3605932E+24
  14.66667  1.1189533E+24  2.2379065E+24
  14.73333  2.1574693E+24  4.3149386E+24
  14.80000  2.6015850E+24  5.2031700E+24
  14.86667  2.1732981E+24  4.3465963E+24
  14.93333  1.9443019E+24  3.8886037E+24
  15.00000  2.1291267E+24  4.2582535E+24
  15.06667  2.0986429E+24  4.1972858E+24
  15.13333  1.0319123E+03  2.0638246E+03
  15.20000  1.8883124E+24  3.7766248E+24
  15.26667  1.7432036E+24  3.4864071E+24
  15.33333  1.9843686E+24  3.9687372E+24
  15.40000  2.0596646E+24  4.1193292E+24
  15.46667  1.9798393E+24  3.9596787E+24
  15.53333  1.9690026E+24  3.9380051E+24
  15.60000  2.1769827E+24  4.3539655E+24
  15.66667  2.0746412E+24  4.1492825E+24
  15.73333  2.1390396E+24  4.2780793E+24
  15.80000  2.0253942E+24  4.0507883E+24
  15.86667  2.1543824E+24  4.3087647E+24
  15.93333  2.0505429E+24  4.1010858E+24
  16.00000  2.0867594E+24  4.1735188E+24
  16.06667  1.0499412E+24  2.0998824E+24
  16.13333  2.1652917E+24  4.3305835E+24
  16.20000  2.1599283E+24  4.3198565E+24
  16.26667  2.5598502E+24  5.1197005E+24
  16.33333  1.6707179E+24  3.3414359E+24
  16.40000  2.2293659E+24  4.4587318E+24
  16.46667  2.3307735E+24  4.6615470E+24
  16.53333  2.0141073E+24  4.0282145E+24
  16.60000  1.0296861E+03  2.0593723E+03
  16.66667  2.0136830E+24  4.0273660E+24
  16.73333  2.1104419E+24  4.2208838E+24
  16.80000  2.0481851E+24  4.0963702E+24
  16.86667  2.0743477E+24  4.1486953E+24
  16.93333  2.0643068E+24  4.1286137E+24
  17.00000  2.0839722E+24  4.1679444E+24
  17.06667  2.0543213E+24  4.1086426E+24
  17.13333  2.0215997E+24  4.0431994E+24
  17.20000  1.9405320E+24  3.8810639E+24
  17.26667  1.7387235E+24  3.4774470E+24
  17.33333  1.4105981E+24  2.8211961E+24
  17.40000  1.7184828E+24  3.4369656E+24
  17.46667  8.4362233E+23  1.6872447E+24
  17.53333  2.0933434E+24  4.1866869E+24
  17.60000  2.2950876E+24  4.5901753E+24
  17.66667  2.2887429E+24  4.5774857E+24
  17.73333  1.4126766E+24  2.8253532E+24
  17.80000  2.1683652E+24  4.3367303E+24
  17.86667  1.9639427E+24  3.9278854E+24
  17.93333  1.7780672E+24  3.5561344E+24
  18.00000  2.0157242E+24  4.0314484E+24
  18.06667  1.0275121E+03  2.0550241E+03
  18.13333  2.1961846E+24  4.3923693E+24
  18.20000  2.1775226E+24  4.3550452E+24
  18.26667  2.0911573E+24  4.1823147E+24
  18.33333  2.0642700E+24  4.1285400E+24
  18.40000  2.1578779E+24  4.3157558E+24
  18.46667  2.1404660E+24  4.2809321E+24
  18.53333  2.1357719E+24  4.2715437E+24
  18.60000  2.0167949E+24  4.0335898E+24
  18.66667  2.1018710E+24  4.2037420E+24
  18.73333  2.0231849E+24  4.0463697E+24
  18.80000  2.1444208E+24  4.2888416E+24
  18.86667  7.3955386E+23  1.4791077E+24
  18.93333  1.8919570E+24  3.7839139E+24
  19.00000  2.1335681E+24  4.2671361E+24
  19.06667  2.2960384E+24  4.5920768E+24
  19.13333  2.3550713E+24  4.7101427E+24
  19.20000  1.4483605E+24  2.8967210E+24
  19.26667  1.6752319E+24  3.3504639E+24
  19.33333  2.1256226E+24  4.2512451E+24
  19.40000  1.5131644E+24  3.0263288E+24
  19.46667  2.0962966E+24  4.1925931E+24
  19.53333  1.0253858E+03  2.0507716E+03
  19.60000  2.0049000E+24  4.0097999E+24
  19.66667  1.9866769E+24  3.9733538E+24
  19.73333  2.1092663E+24  4.2185326E+24
  19.80000  2.1251515E+24  4.2503030E+24
  19.86667  2.0870612E+24  4.1741224E+24
  19.93333  2.0938701E+24  4.1877402E+24
  20.00000  2.0541313E+24  4.1082626E+24
  20.06667  2.0477813E+24  4.0955626E+24
  20.13333  2.0944470E+24  4.1888941E+24
  20.20000  2.0690584E+24  4.1381167E+24
  20.26667  6.8177216E+23  1.3635443E+24
  20.33333  1.9075003E+24  3.8150007E+24
  20.40000  1.8938060E+24  3.7876120E+24
  20.46667  1.7344298E+24  3.4688596E+24
  20.53333  1.8752063E+24  3.7504125E+24
  20.60000  1.3149088E+24  2.6298175E+24
  20.66667  2.0688873E+24  4.1377747E+24
  20.73333  1.8346758E+24  3.6693516E+24
  20.80000  1.8716798E+24  3.7433596E+24
  20.86667  1.6993679E+24  3.3987357E+24
  20.93333  1.0233975E+03  2.0467949E+03
  21.00000  2.0576426E+24  4.1152851E+24
  21.06667  1.9471346E+24  3.8942692E+24
  21.13333  1.9436030E+24  3.8872059E+24
  21.20000  1.9584511E+24  3.9169023E+24
  21.26667  2.0506137E+24  4.1012273E+24
  21.33333  2.0141483E+24  4.0282965E+24
  21.40000  2.0341394E+24  4.0682789E+24
  21.46667  2.0166220E+24  4.0332440E+24
  21.53333  1.9184716E+24  3.8369431E+24
  21.60000  1.9369302E+24  3.8738605E+24
  21.66667  6.1344482E+23  1.2268896E+24
  21.73333  1.8499972E+24  3.6999944E+24
  21.80000  1.7664675E+24  3.5329350E+24
  21.86667  1.8412362E+24  3.6824724E+24
  21.93333  1.9688122E+24  3.9376244E+24
  22.00000  1.2223266E+24  2.4446532E+24
  22.06667  2.1040996E+24  4.2081993E+24
  22.13333  1.6124490E+24  3.2248980E+24
  22.20000  1.7072121E+24  3.4144243E+24
  22.26667  1.7616520E+24  3.5233039E+24
  22.33333  1.8525771E+24  3.7051541E+24
  22.40000  1.0213548E+03  2.0427095E+03
  22.46667  1.9740845E+24  3.9481691E+24
  22.53333  2.0134760E+24  4.0269520E+24
  22.60000  1.9332232E+24  3.8664463E+24
  22.66667  1.9476085E+24  3.8952170E+24
  22.73333  1.9433065E+24  3.8866130E+24
  22.80000  1.9917846E+24  3.9835693E+24
  22.86667  1.9620565E+24  3.9241130E+24
  22.93333  1.9590754E+24  3.9181508E+24
  23.00000  1.9417511E+24  3.8835021E+24
  23.06667  5.7986426E+23  1.1597285E+24
  23.13333  1.8703161E+24  3.7406322E+24
  23.20000  1.8816839E+24  3.7633678E+24
  23.26667  1.8509918E+24  3.7019837E+24
  23.33333  1.8193113E+24  3.6386227E+24
  23.40000  1.6482987E+24  3.2965975E+24
  23.46667  1.2060301E+24  2.4120602E+24
  23.53333  1.0164899E+24  2.0329799E+24
  23.60000  1.3996649E+24  2.7993298E+24
  23.66667  1.4487012E+24  2.8974025E+24
  23.73333  2.0999986E+24  4.1999972E+24
  23.80000  1.8303067E+24  3.6606133E+24
  23.86667  1.0193507E+03  2.0387013E+03
  23.93333  1.8762710E+24  3.7525420E+24
  24.00000  1.8459676E+24  3.6919352E+24
  24.06667  2.0560415E+24  4.1120831E+24
  24.13333  2.0367853E+24  4.0735707E+24
  24.20000  2.0048812E+24  4.0097624E+24
  24.26667  1.9847230E+24  3.9694461E+24
  24.33333  1.9844085E+24  3.9688170E+24
  24.40000  1.9458693E+24  3.8917387E+24
  24.46667  4.9154583E+23  9.8309167E+23
  24.53333  1.9440243E+24  3.8880487E+24
  24.60000  1.9811635E+24  3.9623271E+24
  24.66667  2.0001783E+24  4.0003566E+24
  24.73333  2.0140276E+24  4.0280552E+24
  24.80000  2.0832145E+24  4.1664291E+24
  24.86667  1.0190444E+24  2.0380888E+24
  24.93333  2.0205317E+24  4.0410634E+24
  25.00000  1.4167713E+24  2.8335425E+24
