 #  Z/R                U/pie0RV2                  C/pie0R
   5.00000  2.1871486E+00  4.3742971E+00
   5.06667  1.1965989E+22  2.3931978E+22
   5.13333  2.1828639E+00  4.3657277E+00
   5.20000  1.2219707E+22  2.4439415E+22
   5.26667  1.2257567E+22  2.4515135E+22
   5.33333  1.2204387E+22  2.4408774E+22
   5.40000  1.2176676E+22  2.4353352E+22
   5.46667  1.1930871E+22  2.3861743E+22
   5.53333  1.0281446E+22  2.0562892E+22
   5.60000  1.1558244E+22  2.3116489E+22
   5.66667  1.1955100E+22  2.3910199E+22
   5.73333  1.2361627E+22  2.4723255E+22
   5.80000  1.2087000E+22  2.4173999E+22
   5.86667  1.2067582E+22  2.4135164E+22
   5.93333  1.1977345E+22  2.3954690E+22
   6.00000  1.1954251E+22  2.3908501E+22
   6.06667  1.1654906E+22  2.3309813E+22
   6.13333  1.1850843E+22  2.3701687E+22
   6.20000  2.1547055E+00  4.3094111E+00
   6.26667  1.1472780E+22  2.2945561E+22
   6.33333  1.1392371E+22  2.2784742E+22
   6.40000  1.1609633E+22  2.3219267E+22
   6.46667  1.1752527E+22  2.3505055E+22
   6.53333  1.1539430E+22  2.3078860E+22
   6.60000  1.1598342E+22  2.3196683E+22
   6.66667  1.0667086E+22  2.1334171E+22
   6.73333  1.1064727E+22  2.2129453E+22
   6.80000  1.1289650E+22  2.2579299E+22
   6.86667  1.1629991E+22  2.3259982E+22
   6.93333  1.1445604E+22  2.2891207E+22
   7.00000  1.1702826E+22  2.3405651E+22
   7.06667  1.1589918E+22  2.3179837E+22
   7.13333  1.0936425E+22  2.1872850E+22
   7.20000  1.1262542E+22  2.2525084E+22
   7.26667  1.1894029E+22  2.3788058E+22
   7.33333  2.1331632E+00  4.2663264E+00
   7.40000  1.1131750E+22  2.2263501E+22
   7.46667  1.1123178E+22  2.2246357E+22
   7.53333  1.1553881E+22  2.3107763E+22
   7.60000  1.1273218E+22  2.2546437E+22
   7.66667  1.1557674E+22  2.3115347E+22
   7.73333  1.1090855E+22  2.2181710E+22
   7.80000  1.1196692E+22  2.2393384E+22
   7.86667  1.1109368E+22  2.2218737E+22
   7.93333  1.1259147E+22  2.2518294E+22
   8.00000  1.1244968E+22  2.2489935E+22
   8.06667  1.1135014E+22  2.2270027E+22
   8.13333  1.1045698E+22  2.2091396E+22
   8.20000  1.0724488E+22  2.1448975E+22
   8.26667  9.7007924E+21  1.9401585E+22
   8.33333  1.1171964E+22  2.2343928E+22
