 
 # along tip axis: rho=0, s=   2.00000000000000     
 -0.10   -0.124164E+00   -0.0050   -0.248E+01 # z (nm) , Ez(1/nm)      , z/R, Ez/(V/R) 
 -0.05   -0.124574E+00   -0.0025   -0.249E+01 # z (nm) , Ez(1/nm)      , z/R, Ez/(V/R) 
  0.00   -0.352966E+00    0.0000   -0.706E+01 # z (nm) , Ez(1/nm)      , z/R, Ez/(V/R) 
  0.50   -0.384446E+00    0.0250   -0.769E+01 # z (nm) , Ez(1/nm)      , z/R, Ez/(V/R) 
  1.00   -0.415189E+00    0.0500   -0.830E+01 # z (nm) , Ez(1/nm)      , z/R, Ez/(V/R) 
  1.50   -0.493237E+00    0.0750   -0.986E+01 # z (nm) , Ez(1/nm)      , z/R, Ez/(V/R) 
  2.00   -0.274612E+00    0.1000   -0.549E+01 # z (nm) , Ez(1/nm)      , z/R, Ez/(V/R) 
  2.50    0.000000E+00    0.1250    0.000E+00 # z (nm) , Ez(1/nm)      , z/R, Ez/(V/R) 
  2.98    0.000000E+00    0.1492    0.000E+00 # z (nm) , Ez(1/nm)      , z/R, Ez/(V/R) 
 
 # along tip axis: rho=0, s=   3.00000000000000     
 -0.10   -0.875944E-01   -0.0050   -0.175E+01 # z (nm) , Ez(1/nm)      , z/R, Ez/(V/R) 
 -0.05   -0.876945E-01   -0.0025   -0.175E+01 # z (nm) , Ez(1/nm)      , z/R, Ez/(V/R) 
  0.00   -0.247601E+00    0.0000   -0.495E+01 # z (nm) , Ez(1/nm)      , z/R, Ez/(V/R) 
  0.50   -0.265284E+00    0.0250   -0.531E+01 # z (nm) , Ez(1/nm)      , z/R, Ez/(V/R) 
  1.00   -0.270618E+00    0.0500   -0.541E+01 # z (nm) , Ez(1/nm)      , z/R, Ez/(V/R) 
  1.50   -0.281838E+00    0.0750   -0.564E+01 # z (nm) , Ez(1/nm)      , z/R, Ez/(V/R) 
  2.00   -0.306567E+00    0.1000   -0.613E+01 # z (nm) , Ez(1/nm)      , z/R, Ez/(V/R) 
  2.50   -0.365770E+00    0.1250   -0.732E+01 # z (nm) , Ez(1/nm)      , z/R, Ez/(V/R) 
  3.00   -0.203921E+00    0.1500   -0.408E+01 # z (nm) , Ez(1/nm)      , z/R, Ez/(V/R) 
  3.50    0.000000E+00    0.1750    0.000E+00 # z (nm) , Ez(1/nm)      , z/R, Ez/(V/R) 
  3.98    0.000000E+00    0.1992    0.000E+00 # z (nm) , Ez(1/nm)      , z/R, Ez/(V/R) 
 
 # along tip axis: rho=0, s=   4.00000000000000     
