 #  Z/R                U/pie0RV2                  C/pie0R
   5.00000  1.0184298E+03  2.0368596E+03
   5.06667  2.5014604E+22  5.0029208E+22
   5.13333  1.0181943E+03  2.0363887E+03
   5.20000  2.4046803E+22  4.8093606E+22
   5.26667  2.4553328E+22  4.9106656E+22
   5.33333  2.4595106E+22  4.9190212E+22
   5.40000  2.4206019E+22  4.8412039E+22
   5.46667  2.2825399E+22  4.5650798E+22
   5.53333  2.1502772E+22  4.3005545E+22
   5.60000  2.3435304E+22  4.6870608E+22
   5.66667  2.4930196E+22  4.9860393E+22
   5.73333  2.4399289E+22  4.8798579E+22
   5.80000  2.4129652E+22  4.8259304E+22
   5.86667  2.3686229E+22  4.7372459E+22
   5.93333  2.3701399E+22  4.7402798E+22
   6.00000  2.3965093E+22  4.7930186E+22
   6.06667  2.3166915E+22  4.6333830E+22
   6.13333  2.3641217E+22  4.7282434E+22
   6.20000  1.0163629E+03  2.0327257E+03
   6.26667  2.2968997E+22  4.5937995E+22
   6.33333  2.3198121E+22  4.6396242E+22
   6.40000  2.3013934E+22  4.6027869E+22
   6.46667  2.2968480E+22  4.5936960E+22
   6.53333  2.3156491E+22  4.6312982E+22
   6.60000  2.2305418E+22  4.4610836E+22
   6.66667  2.1981058E+22  4.3962117E+22
   6.73333  2.2579264E+22  4.5158527E+22
   6.80000  2.1843475E+22  4.3686950E+22
   6.86667  2.3235602E+22  4.6471205E+22
   6.93333  2.2859892E+22  4.5719783E+22
   7.00000  2.2919229E+22  4.5838459E+22
   7.06667  2.3107144E+22  4.6214288E+22
   7.13333  2.2364166E+22  4.4728331E+22
   7.20000  2.3723381E+22  4.7446762E+22
   7.26667  1.0146109E+03  2.0292219E+03
   7.33333  2.3151711E+22  4.6303421E+22
   7.40000  2.2141845E+22  4.4283690E+22
   7.46667  2.3017152E+22  4.6034304E+22
   7.53333  2.2419943E+22  4.4839887E+22
   7.60000  2.2068335E+22  4.4136670E+22
   7.66667  2.2347987E+22  4.4695974E+22
   7.73333  2.2654520E+22  4.5309040E+22
   7.80000  2.2673270E+22  4.5346539E+22
   7.86667  2.2518982E+22  4.5037963E+22
   7.93333  2.2510674E+22  4.5021348E+22
   8.00000  2.2246479E+22  4.4492958E+22
   8.06667  2.2320456E+22  4.4640912E+22
   8.13333  2.1861938E+22  4.3723876E+22
   8.20000  2.0703069E+22  4.1406137E+22
   8.26667  2.3853025E+22  4.7706051E+22
   8.33333  2.4864986E+22  4.9729972E+22
