 #  Z/R                U/pie0RV2                  C/pie0R
   5.00000  5.6749509E+03  1.1349902E+04
   5.05000  1.2514279E+22  2.5028559E+22
   5.10000  1.2394479E+22  2.4788959E+22
   5.15000  1.2207377E+22  2.4414755E+22
   5.20000  1.1713575E+22  2.3427150E+22
   5.25000  1.0684713E+22  2.1369427E+22
   5.30000  1.0579216E+22  2.1158433E+22
   5.35000  1.1471655E+22  2.2943309E+22
   5.40000  1.1908869E+22  2.3817739E+22
   5.45000  1.2172386E+22  2.4344773E+22
   5.50000  1.1931742E+22  2.3863485E+22
   5.55000  1.2378485E+22  2.4756970E+22
   5.60000  1.2149412E+22  2.4298825E+22
   5.65000  1.2248421E+22  2.4496843E+22
   5.70000  1.1823504E+22  2.3647008E+22
   5.75000  1.2691455E+22  2.5382911E+22
   5.80000  1.2844142E+22  2.5688285E+22
   5.85000  1.2592269E+22  2.5184538E+22
   5.90000  1.2679895E+22  2.5359790E+22
   5.95000  1.2571869E+22  2.5143738E+22
   6.00000  1.2291460E+22  2.4582920E+22
   6.05000  1.2142632E+22  2.4285264E+22
   6.10000  1.2171114E+22  2.4342227E+22
   6.15000  5.6692594E+03  1.1338519E+04
   6.20000  1.2296500E+22  2.4592999E+22
   6.25000  1.2066079E+22  2.4132159E+22
   6.30000  1.2258762E+22  2.4517524E+22
   6.35000  1.2092572E+22  2.4185144E+22
   6.40000  1.2241852E+22  2.4483705E+22
   6.45000  1.2251030E+22  2.4502060E+22
   6.50000  1.2147499E+22  2.4294998E+22
   6.55000  1.2289046E+22  2.4578092E+22
   6.60000  1.2399838E+22  2.4799675E+22
   6.65000  1.2206971E+22  2.4413943E+22
   6.70000  1.2241952E+22  2.4483903E+22
   6.75000  1.1739231E+22  2.3478462E+22
   6.80000  1.1381916E+22  2.2763832E+22
   6.85000  1.1678336E+22  2.3356672E+22
   6.90000  1.1669193E+22  2.3338386E+22
   6.95000  1.2037354E+22  2.4074708E+22
   7.00000  1.1874161E+22  2.3748323E+22
   7.05000  1.1756692E+22  2.3513384E+22
   7.10000  1.2158586E+22  2.4317172E+22
   7.15000  1.2283468E+22  2.4566936E+22
   7.20000  1.2223353E+22  2.4446705E+22
   7.25000  1.1989548E+22  2.3979096E+22
   7.30000  1.2128992E+22  2.4257984E+22
   7.35000  1.2189966E+22  2.4379933E+22
   7.40000  1.2009896E+22  2.4019791E+22
   7.45000  1.1726870E+22  2.3453739E+22
   7.50000  1.1739735E+22  2.3479470E+22
   7.55000  1.1831449E+22  2.3662898E+22
   7.60000  1.1574622E+22  2.3149245E+22
   7.65000  1.2099050E+22  2.4198100E+22
   7.70000  1.2246461E+22  2.4492921E+22
   7.75000  1.0291263E+22  2.0582526E+22
   7.80000  1.2051629E+22  2.4103257E+22
   7.85000  1.1721167E+22  2.3442335E+22
   7.90000  1.1149838E+22  2.2299675E+22
   7.95000  1.1389045E+22  2.2778089E+22
   8.00000  5.6602437E+03  1.1320487E+04
   8.05000  1.1830446E+22  2.3660892E+22
   8.10000  1.1804883E+22  2.3609766E+22
   8.15000  1.2252884E+22  2.4505767E+22
   8.20000  1.1874012E+22  2.3748023E+22
   8.25000  1.1717098E+22  2.3434196E+22
   8.30000  1.1994009E+22  2.3988018E+22
   8.35000  1.1717626E+22  2.3435252E+22
   8.40000  1.1985714E+22  2.3971428E+22
   8.45000  1.2033473E+22  2.4066945E+22
   8.50000  1.2079570E+22  2.4159140E+22
   8.55000  1.2013574E+22  2.4027149E+22
   8.60000  1.1920991E+22  2.3841983E+22
   8.65000  1.1966409E+22  2.3932818E+22
   8.70000  1.1843988E+22  2.3687976E+22
   8.75000  1.1747979E+22  2.3495957E+22
   8.80000  1.1555870E+22  2.3111740E+22
   8.85000  1.1300140E+22  2.2600279E+22
   8.90000  1.0851874E+22  2.1703748E+22
   8.95000  1.0046213E+22  2.0092427E+22
   9.00000  8.7690174E+21  1.7538035E+22
   9.05000  8.3615460E+21  1.6723092E+22
   9.10000  1.0015202E+22  2.0030404E+22
   9.15000  1.0900697E+22  2.1801393E+22
   9.20000  1.1673912E+22  2.3347824E+22
   9.25000  1.1435331E+22  2.2870662E+22
   9.30000  1.1881315E+22  2.3762630E+22
   9.35000  1.1697422E+22  2.3394843E+22
   9.40000  1.2345402E+22  2.4690805E+22
   9.45000  8.7015008E+21  1.7403002E+22
   9.50000  1.2472611E+22  2.4945221E+22
   9.55000  1.2444163E+22  2.4888327E+22
   9.60000  1.0817335E+22  2.1634671E+22
   9.65000  1.2477398E+22  2.4954795E+22
   9.70000  1.1373223E+22  2.2746446E+22
   9.75000  1.1481873E+22  2.2963747E+22
   9.80000  5.6516096E+03  1.1303219E+04
   9.85000  1.2248301E+22  2.4496601E+22
   9.90000  1.2403936E+22  2.4807872E+22
   9.95000  1.2292052E+22  2.4584105E+22
  10.00000  1.2396472E+22  2.4792945E+22
