 #  Z/R                U/pie0RV2                  C/pie0R
   5.00000  5.6832423E+03  1.1366485E+04
   5.05000  2.3378064E+24  4.6756129E+24
   5.10000  2.3154255E+24  4.6308511E+24
   5.15000  2.2804753E+24  4.5609505E+24
   5.20000  2.1882264E+24  4.3764528E+24
   5.25000  1.9959999E+24  3.9919999E+24
   5.30000  1.9762684E+24  3.9525369E+24
   5.35000  2.1430059E+24  4.2860118E+24
   5.40000  2.2246923E+24  4.4493846E+24
   5.45000  2.2739286E+24  4.5478572E+24
   5.50000  2.2289747E+24  4.4579495E+24
   5.55000  2.3124367E+24  4.6248733E+24
   5.60000  2.2696366E+24  4.5392733E+24
   5.65000  2.2881392E+24  4.5762783E+24
   5.70000  2.2087411E+24  4.4174821E+24
   5.75000  2.3708969E+24  4.7417938E+24
   5.80000  2.3994281E+24  4.7988562E+24
   5.85000  2.3523666E+24  4.7047332E+24
   5.90000  2.3687388E+24  4.7374775E+24
   5.95000  2.3485580E+24  4.6971160E+24
   6.00000  2.2961651E+24  4.5923303E+24
   6.05000  2.2683551E+24  4.5367102E+24
   6.10000  2.2736775E+24  4.5473550E+24
   6.15000  5.6774348E+03  1.1354870E+04
   6.20000  2.2971146E+24  4.5942291E+24
   6.25000  2.2540592E+24  4.5081183E+24
   6.30000  2.2900604E+24  4.5801208E+24
   6.35000  2.2590098E+24  4.5180196E+24
   6.40000  2.2869021E+24  4.5738041E+24
   6.45000  2.2886144E+24  4.5772288E+24
   6.50000  2.2692734E+24  4.5385467E+24
   6.55000  2.2957231E+24  4.5914462E+24
   6.60000  2.3164224E+24  4.6328448E+24
   6.65000  2.2803854E+24  4.5607709E+24
   6.70000  2.2869268E+24  4.5738536E+24
   6.75000  2.1930084E+24  4.3860169E+24
   6.80000  2.1262362E+24  4.2524723E+24
   6.85000  2.1816182E+24  4.3632364E+24
   6.90000  2.1799061E+24  4.3598122E+24
   6.95000  2.2486972E+24  4.4973944E+24
   7.00000  2.2182068E+24  4.4364135E+24
   7.05000  2.1962654E+24  4.3925308E+24
   7.10000  2.2713448E+24  4.5426895E+24
   7.15000  2.2946802E+24  4.5893604E+24
   7.20000  2.2834501E+24  4.5669003E+24
   7.25000  2.2397644E+24  4.4795288E+24
   7.30000  2.2658184E+24  4.5316369E+24
   7.35000  2.2772151E+24  4.5544303E+24
   7.40000  2.2435761E+24  4.4871522E+24
   7.45000  2.1906893E+24  4.3813785E+24
   7.50000  2.1930916E+24  4.3861832E+24
   7.55000  2.2102280E+24  4.4204559E+24
   7.60000  2.1622377E+24  4.3244755E+24
   7.65000  2.2602293E+24  4.5204586E+24
   7.70000  2.2877675E+24  4.5755350E+24
   7.75000  1.9225078E+24  3.8450156E+24
   7.80000  2.2515139E+24  4.5030278E+24
   7.85000  2.1896214E+24  4.3792427E+24
   7.90000  2.0829089E+24  4.1658178E+24
   7.95000  2.1275732E+24  4.2551463E+24
   8.00000  5.6682683E+03  1.1336537E+04
   8.05000  2.2100444E+24  4.4200889E+24
   8.10000  2.2052666E+24  4.4105331E+24
   8.15000  2.2889750E+24  4.5779499E+24
   8.20000  2.2181828E+24  4.4363655E+24
   8.25000  2.1888645E+24  4.3777290E+24
   8.30000  2.2406065E+24  4.4812131E+24
   8.35000  2.1889605E+24  4.3779209E+24
   8.40000  2.2390567E+24  4.4781134E+24
   8.45000  2.2479808E+24  4.4959617E+24
   8.50000  2.2565958E+24  4.5131916E+24
   8.55000  2.2442650E+24  4.4885300E+24
   8.60000  2.2269681E+24  4.4539362E+24
   8.65000  2.2354577E+24  4.4709153E+24
   8.70000  2.2125853E+24  4.4251707E+24
   8.75000  2.1946510E+24  4.3893020E+24
   8.80000  2.1587608E+24  4.3175215E+24
   8.85000  2.1109875E+24  4.2219750E+24
   8.90000  2.0272461E+24  4.0544923E+24
   8.95000  1.8767318E+24  3.7534637E+24
   9.00000  1.6381058E+24  3.2762116E+24
   9.05000  1.5619392E+24  3.1238785E+24
   9.10000  1.8708992E+24  3.7417984E+24
   9.15000  2.0363367E+24  4.0726734E+24
   9.20000  2.1807999E+24  4.3615999E+24
   9.25000  2.1362214E+24  4.2724427E+24
   9.30000  2.2195499E+24  4.4390998E+24
   9.35000  2.1851903E+24  4.3703807E+24
   9.40000  2.3062608E+24  4.6125216E+24
   9.45000  1.6255107E+24  3.2510214E+24
   9.50000  2.3300845E+24  4.6601691E+24
   9.55000  2.3246785E+24  4.6493569E+24
   9.60000  2.0207798E+24  4.0415596E+24
   9.65000  2.3308945E+24  4.6617889E+24
   9.70000  2.1246196E+24  4.2492392E+24
   9.75000  2.1449194E+24  4.2898389E+24
   9.80000  5.6595139E+03  1.1319028E+04
   9.85000  2.2881063E+24  4.5762127E+24
   9.90000  2.3171866E+24  4.6343732E+24
   9.95000  2.2962844E+24  4.5925689E+24
  10.00000  2.3157927E+24  4.6315854E+24
